MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|IE(SEM)
22.08.2024 08:00 - 22.08.2024 09:00,90.21,BZN|IE(SEM),
22.08.2024 09:00 - 22.08.2024 10:00,110.45,BZN|IE(SEM),
22.08.2024 10:00 - 22.08.2024 11:00,100.41,BZN|IE(SEM),
22.08.2024 11:00 - 22.08.2024 12:00,87.86,BZN|IE(SEM),
22.08.2024 12:00 - 22.08.2024 13:00,82.7,BZN|IE(SEM),
22.08.2024 13:00 - 22.08.2024 14:00,84.25,BZN|IE(SEM),
22.08.2024 14:00 - 22.08.2024 15:00,82.96,BZN|IE(SEM),
22.08.2024 15:00 - 22.08.2024 16:00,83.8,BZN|IE(SEM),
22.08.2024 16:00 - 22.08.2024 17:00,85.34,BZN|IE(SEM),
22.08.2024 17:00 - 22.08.2024 18:00,105.2,BZN|IE(SEM),
22.08.2024 18:00 - 22.08.2024 19:00,133.67,BZN|IE(SEM),
22.08.2024 19:00 - 22.08.2024 20:00,151.24,BZN|IE(SEM),
22.08.2024 20:00 - 22.08.2024 21:00,155,BZN|IE(SEM),
22.08.2024 21:00 - 22.08.2024 22:00,155,BZN|IE(SEM),
22.08.2024 22:00 - 22.08.2024 23:00,138.9,BZN|IE(SEM),
22.08.2024 23:00 - 23.08.2024 00:00,108.59,BZN|IE(SEM),
23.08.2024 00:00 - 23.08.2024 01:00,133,BZN|IE(SEM),
23.08.2024 01:00 - 23.08.2024 02:00,97.2,BZN|IE(SEM),
23.08.2024 02:00 - 23.08.2024 03:00,75,BZN|IE(SEM),
23.08.2024 03:00 - 23.08.2024 04:00,56,BZN|IE(SEM),
23.08.2024 04:00 - 23.08.2024 05:00,32.97,BZN|IE(SEM),
23.08.2024 05:00 - 23.08.2024 06:00,24.11,BZN|IE(SEM),
23.08.2024 06:00 - 23.08.2024 07:00,28.21,BZN|IE(SEM),
23.08.2024 07:00 - 23.08.2024 08:00,56.65,BZN|IE(SEM),
23.08.2024 08:00 - 23.08.2024 09:00,100,BZN|IE(SEM),
23.08.2024 09:00 - 23.08.2024 10:00,117.49,BZN|IE(SEM),
23.08.2024 10:00 - 23.08.2024 11:00,116.9,BZN|IE(SEM),
23.08.2024 11:00 - 23.08.2024 12:00,95,BZN|IE(SEM),
23.08.2024 12:00 - 23.08.2024 13:00,82.4,BZN|IE(SEM),
23.08.2024 13:00 - 23.08.2024 14:00,77.48,BZN|IE(SEM),
23.08.2024 14:00 - 23.08.2024 15:00,77.48,BZN|IE(SEM),
23.08.2024 15:00 - 23.08.2024 16:00,70,BZN|IE(SEM),
23.08.2024 16:00 - 23.08.2024 17:00,65.6,BZN|IE(SEM),
23.08.2024 17:00 - 23.08.2024 18:00,77.48,BZN|IE(SEM),
23.08.2024 18:00 - 23.08.2024 19:00,106.22,BZN|IE(SEM),
23.08.2024 19:00 - 23.08.2024 20:00,121.06,BZN|IE(SEM),
23.08.2024 20:00 - 23.08.2024 21:00,145,BZN|IE(SEM),
23.08.2024 21:00 - 23.08.2024 22:00,148,BZN|IE(SEM),
23.08.2024 22:00 - 23.08.2024 23:00,149.62,BZN|IE(SEM),
23.08.2024 23:00 - 24.08.2024 00:00,147.62,BZN|IE(SEM),
24.08.2024 00:00 - 24.08.2024 01:00,100,BZN|IE(SEM),
24.08.2024 01:00 - 24.08.2024 02:00,87.88,BZN|IE(SEM),
24.08.2024 02:00 - 24.08.2024 03:00,83.72,BZN|IE(SEM),
24.08.2024 03:00 - 24.08.2024 04:00,84.75,BZN|IE(SEM),
24.08.2024 04:00 - 24.08.2024 05:00,87,BZN|IE(SEM),
24.08.2024 05:00 - 24.08.2024 06:00,92.9,BZN|IE(SEM),
24.08.2024 06:00 - 24.08.2024 07:00,97.4,BZN|IE(SEM),
24.08.2024 07:00 - 24.08.2024 08:00,110,BZN|IE(SEM),
24.08.2024 08:00 - 24.08.2024 09:00,132,BZN|IE(SEM),
24.08.2024 09:00 - 24.08.2024 10:00,154.8,BZN|IE(SEM),
24.08.2024 10:00 - 24.08.2024 11:00,140,BZN|IE(SEM),
24.08.2024 11:00 - 24.08.2024 12:00,128,BZN|IE(SEM),
24.08.2024 12:00 - 24.08.2024 13:00,119.2,BZN|IE(SEM),
24.08.2024 13:00 - 24.08.2024 14:00,108.5,BZN|IE(SEM),
24.08.2024 14:00 - 24.08.2024 15:00,85,BZN|IE(SEM),
24.08.2024 15:00 - 24.08.2024 16:00,64.9,BZN|IE(SEM),
24.08.2024 16:00 - 24.08.2024 17:00,45,BZN|IE(SEM),
24.08.2024 17:00 - 24.08.2024 18:00,51.85,BZN|IE(SEM),
24.08.2024 18:00 - 24.08.2024 19:00,77.44,BZN|IE(SEM),
24.08.2024 19:00 - 24.08.2024 20:00,90,BZN|IE(SEM),
24.08.2024 20:00 - 24.08.2024 21:00,99,BZN|IE(SEM),
24.08.2024 21:00 - 24.08.2024 22:00,105.44,BZN|IE(SEM),
24.08.2024 22:00 - 24.08.2024 23:00,115,BZN|IE(SEM),
24.08.2024 23:00 - 25.08.2024 00:00,114.29,BZN|IE(SEM),
25.08.2024 00:00 - 25.08.2024 01:00,115,BZN|IE(SEM),
25.08.2024 01:00 - 25.08.2024 02:00,91.44,BZN|IE(SEM),
25.08.2024 02:00 - 25.08.2024 03:00,70.7,BZN|IE(SEM),
25.08.2024 03:00 - 25.08.2024 04:00,38.62,BZN|IE(SEM),
25.08.2024 04:00 - 25.08.2024 05:00,6,BZN|IE(SEM),
25.08.2024 05:00 - 25.08.2024 06:00,4,BZN|IE(SEM),
25.08.2024 06:00 - 25.08.2024 07:00,0.27,BZN|IE(SEM),
25.08.2024 07:00 - 25.08.2024 08:00,0,BZN|IE(SEM),
25.08.2024 08:00 - 25.08.2024 09:00,2.54,BZN|IE(SEM),
25.08.2024 09:00 - 25.08.2024 10:00,0.99,BZN|IE(SEM),
25.08.2024 10:00 - 25.08.2024 11:00,0,BZN|IE(SEM),
25.08.2024 11:00 - 25.08.2024 12:00,0,BZN|IE(SEM),
25.08.2024 12:00 - 25.08.2024 13:00,0,BZN|IE(SEM),
25.08.2024 13:00 - 25.08.2024 14:00,0,BZN|IE(SEM),
25.08.2024 14:00 - 25.08.2024 15:00,0,BZN|IE(SEM),
25.08.2024 15:00 - 25.08.2024 16:00,0,BZN|IE(SEM),
25.08.2024 16:00 - 25.08.2024 17:00,0,BZN|IE(SEM),
25.08.2024 17:00 - 25.08.2024 18:00,5,BZN|IE(SEM),
25.08.2024 18:00 - 25.08.2024 19:00,45,BZN|IE(SEM),
25.08.2024 19:00 - 25.08.2024 20:00,84.05,BZN|IE(SEM),
25.08.2024 20:00 - 25.08.2024 21:00,101.79,BZN|IE(SEM),
25.08.2024 21:00 - 25.08.2024 22:00,119.44,BZN|IE(SEM),
25.08.2024 22:00 - 25.08.2024 23:00,127.3,BZN|IE(SEM),
25.08.2024 23:00 - 26.08.2024 00:00,123.4,BZN|IE(SEM),
26.08.2024 00:00 - 26.08.2024 01:00,85,BZN|IE(SEM),
26.08.2024 01:00 - 26.08.2024 02:00,85,BZN|IE(SEM),
26.08.2024 02:00 - 26.08.2024 03:00,85,BZN|IE(SEM),
26.08.2024 03:00 - 26.08.2024 04:00,89.7,BZN|IE(SEM),
26.08.2024 04:00 - 26.08.2024 05:00,99,BZN|IE(SEM),
26.08.2024 05:00 - 26.08.2024 06:00,90.26,BZN|IE(SEM),
26.08.2024 06:00 - 26.08.2024 07:00,94.12,BZN|IE(SEM),
26.08.2024 07:00 - 26.08.2024 08:00,114.7,BZN|IE(SEM),
26.08.2024 08:00 - 26.08.2024 09:00,178.8,BZN|IE(SEM),
26.08.2024 09:00 - 26.08.2024 10:00,160,BZN|IE(SEM),
26.08.2024 10:00 - 26.08.2024 11:00,152,BZN|IE(SEM),
26.08.2024 11:00 - 26.08.2024 12:00,165,BZN|IE(SEM),
26.08.2024 12:00 - 26.08.2024 13:00,144,BZN|IE(SEM),
26.08.2024 13:00 - 26.08.2024 14:00,114,BZN|IE(SEM),
26.08.2024 14:00 - 26.08.2024 15:00,91,BZN|IE(SEM),
26.08.2024 15:00 - 26.08.2024 16:00,85,BZN|IE(SEM),
26.08.2024 16:00 - 26.08.2024 17:00,81.4,BZN|IE(SEM),
26.08.2024 17:00 - 26.08.2024 18:00,90.83,BZN|IE(SEM),
26.08.2024 18:00 - 26.08.2024 19:00,105.12,BZN|IE(SEM),
26.08.2024 19:00 - 26.08.2024 20:00,114.4,BZN|IE(SEM),
26.08.2024 20:00 - 26.08.2024 21:00,115,BZN|IE(SEM),
26.08.2024 21:00 - 26.08.2024 22:00,115.38,BZN|IE(SEM),
26.08.2024 22:00 - 26.08.2024 23:00,102.35,BZN|IE(SEM),
26.08.2024 23:00 - 27.08.2024 00:00,84,BZN|IE(SEM),
27.08.2024 00:00 - 27.08.2024 01:00,85.4,BZN|IE(SEM),
27.08.2024 01:00 - 27.08.2024 02:00,65,BZN|IE(SEM),
27.08.2024 02:00 - 27.08.2024 03:00,42.48,BZN|IE(SEM),
27.08.2024 03:00 - 27.08.2024 04:00,24.13,BZN|IE(SEM),
27.08.2024 04:00 - 27.08.2024 05:00,15,BZN|IE(SEM),
27.08.2024 05:00 - 27.08.2024 06:00,12.25,BZN|IE(SEM),
27.08.2024 06:00 - 27.08.2024 07:00,22,BZN|IE(SEM),
27.08.2024 07:00 - 27.08.2024 08:00,59,BZN|IE(SEM),
27.08.2024 08:00 - 27.08.2024 09:00,91,BZN|IE(SEM),
27.08.2024 09:00 - 27.08.2024 10:00,88,BZN|IE(SEM),
27.08.2024 10:00 - 27.08.2024 11:00,94.42,BZN|IE(SEM),
27.08.2024 11:00 - 27.08.2024 12:00,104.46,BZN|IE(SEM),
27.08.2024 12:00 - 27.08.2024 13:00,115,BZN|IE(SEM),
27.08.2024 13:00 - 27.08.2024 14:00,129.81,BZN|IE(SEM),
27.08.2024 14:00 - 27.08.2024 15:00,120.5,BZN|IE(SEM),
27.08.2024 15:00 - 27.08.2024 16:00,104.9,BZN|IE(SEM),
27.08.2024 16:00 - 27.08.2024 17:00,100,BZN|IE(SEM),
27.08.2024 17:00 - 27.08.2024 18:00,118.01,BZN|IE(SEM),
27.08.2024 18:00 - 27.08.2024 19:00,145,BZN|IE(SEM),
27.08.2024 19:00 - 27.08.2024 20:00,155,BZN|IE(SEM),
27.08.2024 20:00 - 27.08.2024 21:00,158.25,BZN|IE(SEM),
27.08.2024 21:00 - 27.08.2024 22:00,165.21,BZN|IE(SEM),
27.08.2024 22:00 - 27.08.2024 23:00,162.03,BZN|IE(SEM),
27.08.2024 23:00 - 28.08.2024 00:00,145,BZN|IE(SEM),
28.08.2024 00:00 - 28.08.2024 01:00,107.05,BZN|IE(SEM),
28.08.2024 01:00 - 28.08.2024 02:00,114.66,BZN|IE(SEM),
28.08.2024 02:00 - 28.08.2024 03:00,104,BZN|IE(SEM),
28.08.2024 03:00 - 28.08.2024 04:00,101.94,BZN|IE(SEM),
28.08.2024 04:00 - 28.08.2024 05:00,100,BZN|IE(SEM),
28.08.2024 05:00 - 28.08.2024 06:00,103,BZN|IE(SEM),
28.08.2024 06:00 - 28.08.2024 07:00,112.47,BZN|IE(SEM),
28.08.2024 07:00 - 28.08.2024 08:00,124,BZN|IE(SEM),
28.08.2024 08:00 - 28.08.2024 09:00,128.01,BZN|IE(SEM),
28.08.2024 09:00 - 28.08.2024 10:00,154.68,BZN|IE(SEM),
28.08.2024 10:00 - 28.08.2024 11:00,149.62,BZN|IE(SEM),
28.08.2024 11:00 - 28.08.2024 12:00,134.3,BZN|IE(SEM),
28.08.2024 12:00 - 28.08.2024 13:00,111.4,BZN|IE(SEM),
28.08.2024 13:00 - 28.08.2024 14:00,98,BZN|IE(SEM),
28.08.2024 14:00 - 28.08.2024 15:00,91.86,BZN|IE(SEM),
28.08.2024 15:00 - 28.08.2024 16:00,86.1,BZN|IE(SEM),
28.08.2024 16:00 - 28.08.2024 17:00,87.51,BZN|IE(SEM),
28.08.2024 17:00 - 28.08.2024 18:00,93.35,BZN|IE(SEM),
28.08.2024 18:00 - 28.08.2024 19:00,113.92,BZN|IE(SEM),
28.08.2024 19:00 - 28.08.2024 20:00,133.63,BZN|IE(SEM),
28.08.2024 20:00 - 28.08.2024 21:00,138.96,BZN|IE(SEM),
28.08.2024 21:00 - 28.08.2024 22:00,146.88,BZN|IE(SEM),
28.08.2024 22:00 - 28.08.2024 23:00,141.79,BZN|IE(SEM),
28.08.2024 23:00 - 29.08.2024 00:00,109.5,BZN|IE(SEM),
29.08.2024 00:00 - 29.08.2024 01:00,100.1,BZN|IE(SEM),
29.08.2024 01:00 - 29.08.2024 02:00,99,BZN|IE(SEM),
29.08.2024 02:00 - 29.08.2024 03:00,98.39,BZN|IE(SEM),
29.08.2024 03:00 - 29.08.2024 04:00,94.94,BZN|IE(SEM),
29.08.2024 04:00 - 29.08.2024 05:00,93.68,BZN|IE(SEM),
29.08.2024 05:00 - 29.08.2024 06:00,99.35,BZN|IE(SEM),
29.08.2024 06:00 - 29.08.2024 07:00,106.5,BZN|IE(SEM),
29.08.2024 07:00 - 29.08.2024 08:00,126.71,BZN|IE(SEM),
29.08.2024 08:00 - 29.08.2024 09:00,125.61,BZN|IE(SEM),
29.08.2024 09:00 - 29.08.2024 10:00,140.67,BZN|IE(SEM),
29.08.2024 10:00 - 29.08.2024 11:00,129.03,BZN|IE(SEM),
29.08.2024 11:00 - 29.08.2024 12:00,117.7,BZN|IE(SEM),
29.08.2024 12:00 - 29.08.2024 13:00,105.54,BZN|IE(SEM),
29.08.2024 13:00 - 29.08.2024 14:00,105.54,BZN|IE(SEM),
29.08.2024 14:00 - 29.08.2024 15:00,100.79,BZN|IE(SEM),
29.08.2024 15:00 - 29.08.2024 16:00,102.17,BZN|IE(SEM),
29.08.2024 16:00 - 29.08.2024 17:00,105.54,BZN|IE(SEM),
29.08.2024 17:00 - 29.08.2024 18:00,115,BZN|IE(SEM),
29.08.2024 18:00 - 29.08.2024 19:00,140,BZN|IE(SEM),
29.08.2024 19:00 - 29.08.2024 20:00,165,BZN|IE(SEM),
29.08.2024 20:00 - 29.08.2024 21:00,178.5,BZN|IE(SEM),
29.08.2024 21:00 - 29.08.2024 22:00,200.28,BZN|IE(SEM),
29.08.2024 22:00 - 29.08.2024 23:00,225,BZN|IE(SEM),
29.08.2024 23:00 - 30.08.2024 00:00,161.4,BZN|IE(SEM),
30.08.2024 00:00 - 30.08.2024 01:00,124.2,BZN|IE(SEM),
30.08.2024 01:00 - 30.08.2024 02:00,124.96,BZN|IE(SEM),
30.08.2024 02:00 - 30.08.2024 03:00,116.37,BZN|IE(SEM),
30.08.2024 03:00 - 30.08.2024 04:00,117.72,BZN|IE(SEM),
30.08.2024 04:00 - 30.08.2024 05:00,113.7,BZN|IE(SEM),
30.08.2024 05:00 - 30.08.2024 06:00,116.4,BZN|IE(SEM),
30.08.2024 06:00 - 30.08.2024 07:00,116.37,BZN|IE(SEM),
30.08.2024 07:00 - 30.08.2024 08:00,139,BZN|IE(SEM),
30.08.2024 08:00 - 30.08.2024 09:00,177.65,BZN|IE(SEM),
30.08.2024 09:00 - 30.08.2024 10:00,210.86,BZN|IE(SEM),
30.08.2024 10:00 - 30.08.2024 11:00,200.8,BZN|IE(SEM),
30.08.2024 11:00 - 30.08.2024 12:00,176.15,BZN|IE(SEM),
30.08.2024 12:00 - 30.08.2024 13:00,165,BZN|IE(SEM),
30.08.2024 13:00 - 30.08.2024 14:00,149.13,BZN|IE(SEM),
30.08.2024 14:00 - 30.08.2024 15:00,137.34,BZN|IE(SEM),
30.08.2024 15:00 - 30.08.2024 16:00,126.9,BZN|IE(SEM),
30.08.2024 16:00 - 30.08.2024 17:00,124.23,BZN|IE(SEM),
30.08.2024 17:00 - 30.08.2024 18:00,137.34,BZN|IE(SEM),
30.08.2024 18:00 - 30.08.2024 19:00,165.44,BZN|IE(SEM),
30.08.2024 19:00 - 30.08.2024 20:00,176.1,BZN|IE(SEM),
30.08.2024 20:00 - 30.08.2024 21:00,175,BZN|IE(SEM),
30.08.2024 21:00 - 30.08.2024 22:00,168.71,BZN|IE(SEM),
30.08.2024 22:00 - 30.08.2024 23:00,145.23,BZN|IE(SEM),
30.08.2024 23:00 - 31.08.2024 00:00,122.12,BZN|IE(SEM),
31.08.2024 00:00 - 31.08.2024 01:00,150,BZN|IE(SEM),
31.08.2024 01:00 - 31.08.2024 02:00,130,BZN|IE(SEM),
31.08.2024 02:00 - 31.08.2024 03:00,120.73,BZN|IE(SEM),
31.08.2024 03:00 - 31.08.2024 04:00,121,BZN|IE(SEM),
31.08.2024 04:00 - 31.08.2024 05:00,113,BZN|IE(SEM),
31.08.2024 05:00 - 31.08.2024 06:00,109.11,BZN|IE(SEM),
31.08.2024 06:00 - 31.08.2024 07:00,108,BZN|IE(SEM),
31.08.2024 07:00 - 31.08.2024 08:00,117.8,BZN|IE(SEM),
31.08.2024 08:00 - 31.08.2024 09:00,128,BZN|IE(SEM),
31.08.2024 09:00 - 31.08.2024 10:00,159.45,BZN|IE(SEM),
31.08.2024 10:00 - 31.08.2024 11:00,160.65,BZN|IE(SEM),
31.08.2024 11:00 - 31.08.2024 12:00,149.8,BZN|IE(SEM),
31.08.2024 12:00 - 31.08.2024 13:00,140,BZN|IE(SEM),
31.08.2024 13:00 - 31.08.2024 14:00,96.19,BZN|IE(SEM),
31.08.2024 14:00 - 31.08.2024 15:00,91.31,BZN|IE(SEM),
31.08.2024 15:00 - 31.08.2024 16:00,88.1,BZN|IE(SEM),
31.08.2024 16:00 - 31.08.2024 17:00,84.06,BZN|IE(SEM),
31.08.2024 17:00 - 31.08.2024 18:00,88.47,BZN|IE(SEM),
31.08.2024 18:00 - 31.08.2024 19:00,125,BZN|IE(SEM),
31.08.2024 19:00 - 31.08.2024 20:00,145.59,BZN|IE(SEM),
31.08.2024 20:00 - 31.08.2024 21:00,145.59,BZN|IE(SEM),
31.08.2024 21:00 - 31.08.2024 22:00,135,BZN|IE(SEM),
31.08.2024 22:00 - 31.08.2024 23:00,115.54,BZN|IE(SEM),
31.08.2024 23:00 - 01.09.2024 00:00,103.67,BZN|IE(SEM),
01.09.2024 00:00 - 01.09.2024 01:00,123.29,BZN|IE(SEM),
01.09.2024 01:00 - 01.09.2024 02:00,100.97,BZN|IE(SEM),
01.09.2024 02:00 - 01.09.2024 03:00,91.95,BZN|IE(SEM),
01.09.2024 03:00 - 01.09.2024 04:00,89.2,BZN|IE(SEM),
01.09.2024 04:00 - 01.09.2024 05:00,89.2,BZN|IE(SEM),
01.09.2024 05:00 - 01.09.2024 06:00,87.77,BZN|IE(SEM),
01.09.2024 06:00 - 01.09.2024 07:00,84.55,BZN|IE(SEM),
01.09.2024 07:00 - 01.09.2024 08:00,88,BZN|IE(SEM),
01.09.2024 08:00 - 01.09.2024 09:00,95.17,BZN|IE(SEM),
01.09.2024 09:00 - 01.09.2024 10:00,95.17,BZN|IE(SEM),
01.09.2024 10:00 - 01.09.2024 11:00,88.96,BZN|IE(SEM),
01.09.2024 11:00 - 01.09.2024 12:00,88.9,BZN|IE(SEM),
01.09.2024 12:00 - 01.09.2024 13:00,88.9,BZN|IE(SEM),
01.09.2024 13:00 - 01.09.2024 14:00,88.96,BZN|IE(SEM),
01.09.2024 14:00 - 01.09.2024 15:00,94.74,BZN|IE(SEM),
01.09.2024 15:00 - 01.09.2024 16:00,95.17,BZN|IE(SEM),
01.09.2024 16:00 - 01.09.2024 17:00,92.5,BZN|IE(SEM),
01.09.2024 17:00 - 01.09.2024 18:00,95.17,BZN|IE(SEM),
01.09.2024 18:00 - 01.09.2024 19:00,120.87,BZN|IE(SEM),
01.09.2024 19:00 - 01.09.2024 20:00,140.72,BZN|IE(SEM),
01.09.2024 20:00 - 01.09.2024 21:00,151.22,BZN|IE(SEM),
01.09.2024 21:00 - 01.09.2024 22:00,151,BZN|IE(SEM),
01.09.2024 22:00 - 01.09.2024 23:00,159,BZN|IE(SEM),
01.09.2024 23:00 - 02.09.2024 00:00,135,BZN|IE(SEM),
02.09.2024 00:00 - 02.09.2024 01:00,125,BZN|IE(SEM),
02.09.2024 01:00 - 02.09.2024 02:00,114.66,BZN|IE(SEM),
02.09.2024 02:00 - 02.09.2024 03:00,107.2,BZN|IE(SEM),
02.09.2024 03:00 - 02.09.2024 04:00,100.86,BZN|IE(SEM),
02.09.2024 04:00 - 02.09.2024 05:00,97,BZN|IE(SEM),
02.09.2024 05:00 - 02.09.2024 06:00,96.96,BZN|IE(SEM),
02.09.2024 06:00 - 02.09.2024 07:00,100.49,BZN|IE(SEM),
02.09.2024 07:00 - 02.09.2024 08:00,105.25,BZN|IE(SEM),
02.09.2024 08:00 - 02.09.2024 09:00,124.55,BZN|IE(SEM),
02.09.2024 09:00 - 02.09.2024 10:00,124,BZN|IE(SEM),
02.09.2024 10:00 - 02.09.2024 11:00,119.77,BZN|IE(SEM),
02.09.2024 11:00 - 02.09.2024 12:00,114,BZN|IE(SEM),
02.09.2024 12:00 - 02.09.2024 13:00,108.68,BZN|IE(SEM),
02.09.2024 13:00 - 02.09.2024 14:00,105,BZN|IE(SEM),
02.09.2024 14:00 - 02.09.2024 15:00,100.4,BZN|IE(SEM),
02.09.2024 15:00 - 02.09.2024 16:00,99.45,BZN|IE(SEM),
02.09.2024 16:00 - 02.09.2024 17:00,102.68,BZN|IE(SEM),
02.09.2024 17:00 - 02.09.2024 18:00,114.15,BZN|IE(SEM),
02.09.2024 18:00 - 02.09.2024 19:00,131,BZN|IE(SEM),
02.09.2024 19:00 - 02.09.2024 20:00,145.31,BZN|IE(SEM),
02.09.2024 20:00 - 02.09.2024 21:00,153.39,BZN|IE(SEM),
02.09.2024 21:00 - 02.09.2024 22:00,152.92,BZN|IE(SEM),
02.09.2024 22:00 - 02.09.2024 23:00,145,BZN|IE(SEM),
02.09.2024 23:00 - 03.09.2024 00:00,119.87,BZN|IE(SEM),
03.09.2024 00:00 - 03.09.2024 01:00,109,BZN|IE(SEM),
03.09.2024 01:00 - 03.09.2024 02:00,104.27,BZN|IE(SEM),
03.09.2024 02:00 - 03.09.2024 03:00,101.69,BZN|IE(SEM),
03.09.2024 03:00 - 03.09.2024 04:00,100.99,BZN|IE(SEM),
03.09.2024 04:00 - 03.09.2024 05:00,100,BZN|IE(SEM),
03.09.2024 05:00 - 03.09.2024 06:00,102.02,BZN|IE(SEM),
03.09.2024 06:00 - 03.09.2024 07:00,111.06,BZN|IE(SEM),
03.09.2024 07:00 - 03.09.2024 08:00,125.4,BZN|IE(SEM),
03.09.2024 08:00 - 03.09.2024 09:00,147.22,BZN|IE(SEM),
03.09.2024 09:00 - 03.09.2024 10:00,152.5,BZN|IE(SEM),
03.09.2024 10:00 - 03.09.2024 11:00,145.7,BZN|IE(SEM),
03.09.2024 11:00 - 03.09.2024 12:00,125,BZN|IE(SEM),
03.09.2024 12:00 - 03.09.2024 13:00,106.79,BZN|IE(SEM),
03.09.2024 13:00 - 03.09.2024 14:00,100.85,BZN|IE(SEM),
03.09.2024 14:00 - 03.09.2024 15:00,94.92,BZN|IE(SEM),
03.09.2024 15:00 - 03.09.2024 16:00,96.38,BZN|IE(SEM),
03.09.2024 16:00 - 03.09.2024 17:00,97.13,BZN|IE(SEM),
03.09.2024 17:00 - 03.09.2024 18:00,106.19,BZN|IE(SEM),
03.09.2024 18:00 - 03.09.2024 19:00,126.92,BZN|IE(SEM),
03.09.2024 19:00 - 03.09.2024 20:00,145.03,BZN|IE(SEM),
03.09.2024 20:00 - 03.09.2024 21:00,149.2,BZN|IE(SEM),
03.09.2024 21:00 - 03.09.2024 22:00,149.15,BZN|IE(SEM),
03.09.2024 22:00 - 03.09.2024 23:00,129.7,BZN|IE(SEM),
03.09.2024 23:00 - 04.09.2024 00:00,109.19,BZN|IE(SEM),
04.09.2024 00:00 - 04.09.2024 01:00,99.99,BZN|IE(SEM),
04.09.2024 01:00 - 04.09.2024 02:00,96.02,BZN|IE(SEM),
04.09.2024 02:00 - 04.09.2024 03:00,92.56,BZN|IE(SEM),
04.09.2024 03:00 - 04.09.2024 04:00,89.87,BZN|IE(SEM),
04.09.2024 04:00 - 04.09.2024 05:00,89.32,BZN|IE(SEM),
04.09.2024 05:00 - 04.09.2024 06:00,89.87,BZN|IE(SEM),
04.09.2024 06:00 - 04.09.2024 07:00,95,BZN|IE(SEM),
04.09.2024 07:00 - 04.09.2024 08:00,107.54,BZN|IE(SEM),
04.09.2024 08:00 - 04.09.2024 09:00,135.05,BZN|IE(SEM),
04.09.2024 09:00 - 04.09.2024 10:00,132.31,BZN|IE(SEM),
04.09.2024 10:00 - 04.09.2024 11:00,117.3,BZN|IE(SEM),
04.09.2024 11:00 - 04.09.2024 12:00,102.06,BZN|IE(SEM),
04.09.2024 12:00 - 04.09.2024 13:00,97.49,BZN|IE(SEM),
04.09.2024 13:00 - 04.09.2024 14:00,93.82,BZN|IE(SEM),
04.09.2024 14:00 - 04.09.2024 15:00,93.45,BZN|IE(SEM),
04.09.2024 15:00 - 04.09.2024 16:00,93.65,BZN|IE(SEM),
04.09.2024 16:00 - 04.09.2024 17:00,96.01,BZN|IE(SEM),
04.09.2024 17:00 - 04.09.2024 18:00,101,BZN|IE(SEM),
04.09.2024 18:00 - 04.09.2024 19:00,124.77,BZN|IE(SEM),
04.09.2024 19:00 - 04.09.2024 20:00,140.01,BZN|IE(SEM),
04.09.2024 20:00 - 04.09.2024 21:00,137.24,BZN|IE(SEM),
04.09.2024 21:00 - 04.09.2024 22:00,134.1,BZN|IE(SEM),
04.09.2024 22:00 - 04.09.2024 23:00,116.19,BZN|IE(SEM),
04.09.2024 23:00 - 05.09.2024 00:00,100.99,BZN|IE(SEM),
05.09.2024 00:00 - 05.09.2024 01:00,104.05,BZN|IE(SEM),
05.09.2024 01:00 - 05.09.2024 02:00,103.13,BZN|IE(SEM),
05.09.2024 02:00 - 05.09.2024 03:00,97.86,BZN|IE(SEM),
05.09.2024 03:00 - 05.09.2024 04:00,96.75,BZN|IE(SEM),
05.09.2024 04:00 - 05.09.2024 05:00,94.1,BZN|IE(SEM),
05.09.2024 05:00 - 05.09.2024 06:00,94.94,BZN|IE(SEM),
05.09.2024 06:00 - 05.09.2024 07:00,97.2,BZN|IE(SEM),
05.09.2024 07:00 - 05.09.2024 08:00,118.8,BZN|IE(SEM),
05.09.2024 08:00 - 05.09.2024 09:00,130.01,BZN|IE(SEM),
05.09.2024 09:00 - 05.09.2024 10:00,152,BZN|IE(SEM),
05.09.2024 10:00 - 05.09.2024 11:00,145,BZN|IE(SEM),
05.09.2024 11:00 - 05.09.2024 12:00,133.8,BZN|IE(SEM),
05.09.2024 12:00 - 05.09.2024 13:00,115,BZN|IE(SEM),
05.09.2024 13:00 - 05.09.2024 14:00,105.63,BZN|IE(SEM),
05.09.2024 14:00 - 05.09.2024 15:00,95,BZN|IE(SEM),
05.09.2024 15:00 - 05.09.2024 16:00,84.99,BZN|IE(SEM),
05.09.2024 16:00 - 05.09.2024 17:00,84.3,BZN|IE(SEM),
05.09.2024 17:00 - 05.09.2024 18:00,89.01,BZN|IE(SEM),
05.09.2024 18:00 - 05.09.2024 19:00,105,BZN|IE(SEM),
05.09.2024 19:00 - 05.09.2024 20:00,118.47,BZN|IE(SEM),
05.09.2024 20:00 - 05.09.2024 21:00,115.84,BZN|IE(SEM),
05.09.2024 21:00 - 05.09.2024 22:00,105,BZN|IE(SEM),
05.09.2024 22:00 - 05.09.2024 23:00,90.99,BZN|IE(SEM),
05.09.2024 23:00 - 06.09.2024 00:00,84.55,BZN|IE(SEM),
06.09.2024 00:00 - 06.09.2024 01:00,74.62,BZN|IE(SEM),
06.09.2024 01:00 - 06.09.2024 02:00,67.52,BZN|IE(SEM),
